who,Actual_Time,Age,Community_Building,Community_Membership_Family,Community_Membership_Hobbies,Community_Membership_None,Community_Membership_Other,Community_Membership_Political,Community_Membership_Professional,Community_Membership_Religious,Community_Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not_Impaired,Disability_Not_Say,Disability_Vision,Education_Attainment,Falsification_of_Information,Gender,Household_Income,How_You_Heard_About_Survey_Banner,How_You_Heard_About_Survey_Friend,How_You_Heard_About_Survey_Mailing_List,How_You_Heard_About_Survey_Others,How_You_Heard_About_Survey_Printed_Media,How_You_Heard_About_Survey_Remebered,How_You_Heard_About_Survey_Search_Engine,How_You_Heard_About_Survey_Usenet_News,How_You_Heard_About_Survey_WWW_Page,Major_Geographical_Location,Major_Occupation,Marital_Status,Most_Import_Issue_Facing_the_Internet,Opinions_on_Censorship,Primary_Computing_Platform,Primary_Language,Primary_Place_of_WWW_Access,Race,Not_Purchasing_Bad_experience,Not_Purchasing_Bad_press,Not_Purchasing_Cant_find,Not_Purchasing_Company_policy,Not_Purchasing_Easier_locally,Not_Purchasing_Enough_info,Not_Purchasing_Judge_quality,Not_Purchasing_Never_tried,Not_Purchasing_No_credit,Not_Purchasing_Not_applicable,Not_Purchasing_Not_option,Not_Purchasing_Other,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Receipt,Not_Purchasing_Security,Not_Purchasing_Too_complicated,Not_Purchasing_Uncomfortable,Not_Purchasing_Unfamiliar_vendor,Registered_to_Vote,Sexual_Preference,Web_Ordering,Web_Page_Creation,Who_Pays_for_Access_Dont_Know,Who_Pays_for_Access_Other,Who_Pays_for_Access_Parents,Who_Pays_for_Access_School,Who_Pays_for_Access_Self,Who_Pays_for_Access_Work,Willingness_to_Pay_Fees,Years_on_Internet
92784,Other,48,More,0,1,0,0,0,0,0,0,Florida,0,0,0,1,0,0,High_School,Never,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Married,Navigation,1,?,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Not_Say,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo
93742,Self_Employed,40,Equally,1,1,0,0,0,0,1,0,California,0,0,0,1,0,0,High_School,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Management,Widowed,Taxes,2,?,English,Home,Indigenous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,6-12_mo
99124,College_Student,25,Equally,0,0,1,0,0,0,0,0,Finland,0,0,0,1,0,0,Some_College,Under_25,Male,$10-19,0,0,0,0,0,0,0,0,1,Europe,Education,Other,Navigation,4,Win95,Finnish,School,White,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Not_Applicable,Heterosexual,Yes,Yes,0,0,0,1,0,0,Cost_too_high,4-6_yr
99742,Retired,49,More,1,1,0,0,0,0,0,1,North_Carolina,0,0,1,0,0,0,Special,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Married,Taxes,4,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr
74290,Other,30,More,0,1,0,0,0,1,0,0,Colorado,0,0,0,0,0,1,College,NA,Female,$40-49,0,0,0,0,0,1,0,0,0,USA,Computer,Not_Say,Privacy,1,Unix,English,Work,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,Yes,Not_say,No,Yes,0,0,0,0,0,1,Other_sources,Over_7_yr
90802,College_Student,22,Dont_Know,0,0,1,0,0,0,0,0,Wisconsin,0,0,0,1,0,0,College,NA,Female,Under_$10,0,1,0,1,0,0,0,0,0,USA,Education,Single,Privacy,4,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,1,0,0,Already_paying,1-3_yr
94340,Service_Industry_Occupation,Not_Say,More,1,1,0,0,0,1,0,1,Florida,0,0,0,1,0,0,Some_College,Never,Female,Over_$100,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,3,?,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0,Already_paying,6-12_mo
40969,Other,25,More,0,1,0,1,0,0,0,0,Massachusetts,0,0,0,1,0,0,College,Under_25,Male,$20-29,0,1,0,0,0,0,0,0,0,USA,Education,Single,Privacy,3,Macintosh,English,Primarily_work,White,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,Yes,Heterosexual,No,No,0,0,0,0,0,1,Other_sources,1-3_yr
94663,K-12_Student,16,More,0,1,0,0,0,1,0,0,Texas,0,0,0,1,0,0,High_School,Under_25,Male,Not_Say,0,0,0,1,0,0,0,0,0,USA,Education,Single,Censorship,1,Macintosh,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Not_Applicable,Heterosexual,Yes,Yes,0,0,0,0,1,0,Cost_too_high,4-6_yr
2321,Consultant,27,Dont_Know,0,0,0,0,0,1,0,0,Vermont,0,0,0,1,0,0,Masters,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Other,Navigation,3,Win95,English,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,1,0,0,0,1,Other_sources,1-3_yr
97286,Vice_President,23,Equally,0,1,0,1,0,0,0,0,California,0,0,0,1,0,0,College,Under_25,Female,$10-19,0,0,0,0,0,0,0,0,1,USA,Management,Single,Privacy,4,?,English,Primarily_home,Asian,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,0,Already_paying,1-3_yr
98991,Other,27,More,0,1,0,0,0,0,0,0,California,0,0,0,1,0,0,Some_College,Never,Male,$20-29,1,0,0,0,0,0,0,0,0,USA,Computer,Single,Censorship,1,?,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Gay_male,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr
93490,College_Student,48,More,1,1,0,1,0,1,0,0,California,0,0,0,1,0,0,Some_College,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Education,Married,Other,4,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,1,0,0,Cost_too_high,1-3_yr
97420,Health_Care_Worker,24,More,0,0,0,0,1,1,0,1,California,0,0,0,1,0,0,College,Under_25,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Single,Censorship,1,Macintosh,English,Primarily_work,Other,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,Yes,Gay_male,Yes,Yes,0,0,0,0,1,1,Cost_too_high,4-6_yr
92446,Homemaker,5,Dont_Know,1,0,0,0,0,0,0,0,Virginia,0,0,0,1,0,0,Grammar,Never,Female,Not_Say,1,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,1,?,English,Home,White,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Not_Say,Not_say,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo
6751,Marketing_Professional,24,Dont_Know,0,0,1,0,0,0,0,0,Maryland,0,0,0,1,0,0,College,Under_25,Male,$30-39,1,0,0,0,0,0,0,0,0,USA,Professional,Single,Other,4,Win95,English,Work,White,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Already_paying,1-3_yr
95732,Health_Care_Worker,29,More,0,0,0,1,0,1,0,0,Ohio,0,0,0,1,0,0,Some_College,Never,Female,$50-74,1,0,0,0,0,0,0,0,0,USA,Other,Married,Privacy,1,?,English,Home,Latino,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,Under_6_mo
97614,Marketing_Professional,42,Equally,0,0,1,0,0,0,0,0,Prince_Edward_Island,0,0,0,1,0,0,Masters,NA,Male,$50-74,0,0,0,1,0,0,0,0,0,Canada,Professional,Married,Censorship,1,Win95,English,Home,Not_Say,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,Over_7_yr
99306,Service_Industry_Occupation,38,More,0,0,0,0,0,0,1,0,Illinois,0,0,0,1,0,0,High_School,Never,Male,$10-19,0,0,0,1,0,0,0,0,0,USA,Other,Single,Navigation,1,?,English,Home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,6-12_mo
94158,Other,27,More,0,0,0,0,0,1,0,0,California,0,0,0,1,0,0,College,Under_25,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Privacy,1,Win95,English,Primarily_work,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,0,1,Other_sources,1-3_yr
97364,College_Student,18,Equally,0,0,0,0,0,0,0,1,Wisconsin,0,0,0,1,0,0,Some_College,Under_25,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,2,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Gay_male,Yes,Yes,0,0,0,1,0,0,Other_sources,4-6_yr
92232,K-12_Student,14,More,1,1,0,0,0,0,0,0,Maine,0,0,0,1,0,0,Grammar,NA,Female,Not_Say,0,0,0,1,0,0,0,0,0,USA,Education,Single,Navigation,1,Win95,English,Primarily_home,White,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,Not_Applicable,Heterosexual,No,No,0,0,1,1,1,0,Already_paying,Under_6_mo
92743,Advertising_Professional,26,More,1,0,0,0,0,0,0,0,Massachusetts,0,0,0,1,0,0,College,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Language,4,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,0,1,Other_sources,4-6_yr
95620,Self_Employed,40,Equally,0,0,1,0,0,0,0,0,Switzerland,0,0,0,1,0,0,Doctoral,Under_25,Male,$75-99,0,0,0,0,1,0,0,0,1,Europe,Management,Other,Navigation,3,Win95,French,Work,White,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Other_sources,1-3_yr
99566,College_Educator,20,More,0,1,0,1,1,0,0,1,United_Kingdom,0,0,0,1,0,0,Doctoral,Not_Say,Female,Under_$10,0,0,0,0,0,0,1,0,0,Europe,Education,Single,Censorship,1,Win95,English,Work,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Cost_too_high,1-3_yr
92184,Counselor,61,More,0,0,0,1,0,0,0,0,Florida,0,0,0,1,0,0,College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Professional,Divorced,Navigation,4,?,English,Home,White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0,Other_sources,1-3_yr
95489,Administrator/Secretary,22,Dont_Know,0,0,1,0,0,0,0,0,Australia,0,0,0,1,0,0,High_School,NA,Female,Not_Say,0,0,0,0,1,0,0,0,0,Oceania,Professional,Single,Censorship,2,Win95,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,1,0,0,0,Already_paying,Under_6_mo
91088,College_Student,17,More,0,1,0,0,0,0,0,0,South_Carolina,0,0,0,1,0,0,High_School,Never,Female,$50-74,0,0,0,0,0,0,0,1,0,USA,Education,Single,Privacy,4,Win95,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Not_Applicable,Heterosexual,No,No,0,0,1,0,0,0,Already_paying,6-12_mo
93201,Programmer,38,Dont_Know,0,0,1,0,0,0,0,0,New_Jersey,0,0,0,1,0,0,College,Over_75,Female,$50-74,1,0,0,0,0,0,0,0,0,USA,Computer,Single,Taxes,2,NT,English,Work,White,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Other_sources,6-12_mo
99314,College_Student,28,Equally,1,0,0,0,0,1,0,0,Minnesota,0,0,0,1,0,0,Professional,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Education,Married,Encryption,3,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,1,0,0,Other_sources,Over_7_yr
97512,K-12_Student,Not_Say,Dont_Know,0,0,1,0,0,0,0,0,Missouri,0,0,0,1,0,0,Grammar,Never,Female,Not_Say,0,0,0,0,0,1,0,0,1,USA,Education,Single,Other,1,Dont_Know,English,School,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,Yes,0,0,0,1,0,0,Cost_too_high,1-3_yr
92246,College_Educator,22,More,0,0,0,0,0,1,0,1,South_Africa,0,0,0,1,0,0,College,Under_25,Male,Under_$10,0,0,0,0,0,0,1,0,0,Africa,Education,Single,Culture,1,PC_Unix,English,Work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Yes,Bisexual,Yes,Yes,0,0,0,0,0,1,Other_sources,4-6_yr
98476,Counselor,51,More,1,0,0,0,0,1,0,1,Arizona,0,1,0,0,0,0,College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Professional,Divorced,Privacy,1,?,American_Sign_Language,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,No,Gay_male,Yes,No,0,0,0,0,1,0,Poor_quality,6-12_mo
99810,Looking,47,More,0,1,0,0,0,0,0,0,New_York,0,0,0,1,0,0,Some_College,Never,Female,Not_Say,0,0,0,0,0,0,0,1,0,USA,Other,Divorced,Privacy,2,Win95,English,Home,White,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,1-3_yr
92944,Programmer,24,Less,0,0,0,0,0,0,0,1,Georgia,0,0,0,1,0,0,Some_College,26-50,Male,$75-99,0,0,0,1,0,0,0,0,0,USA,Computer,Married,Encryption,4,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,1,Other_sources,Over_7_yr
94209,Programmer,46,More,0,1,0,0,0,0,0,0,Washington,0,0,0,1,0,0,College,Under_25,Female,$50-74,0,1,0,0,0,0,0,0,0,USA,Computer,Married,Privacy,1,Macintosh,English,Primarily_home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1,Other_sources,4-6_yr
95712,College_Student,19,Dont_Know,0,1,0,0,0,0,0,0,Indiana,0,0,0,1,0,0,Some_College,Under_25,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Education,Other,Privacy,1,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0,Cost_too_high,1-3_yr
97151,Engineer,50,Equally,0,0,0,1,0,0,0,0,Illinois,0,0,0,1,0,0,Masters,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Divorced,Censorship,1,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Transgender,Yes,No,0,0,0,0,1,1,Other_sources,4-6_yr
99328,Other,52,More,1,0,0,0,0,0,0,0,Florida,0,0,0,1,0,0,Masters,Never,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Education,Divorced,Censorship,4,Win95,English,Work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0,Cost_too_high,6-12_mo
70255,Manager,36,More,0,0,0,0,0,1,0,0,Minnesota,0,0,0,1,0,0,College,Under_25,Female,$50-74,0,0,1,0,0,0,0,0,0,USA,Management,Single,Privacy,1,Macintosh,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,1-3_yr
99330,College_Student,20,Dont_Know,0,0,1,0,0,0,0,0,New_York,0,0,0,1,0,0,Some_College,Never,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Education,Single,Encryption,1,NT,English,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,Not_Say,Not_say,No,Yes,0,0,0,1,1,0,Already_paying,1-3_yr
91441,Other,39,Dont_Know,0,0,1,0,0,0,0,0,United_Kingdom,0,0,0,1,0,0,Doctoral,26-50,Male,Over_$100,0,0,0,0,0,0,1,0,0,Europe,Management,Married,Language,1,Win95,English,Work,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1,Payment_mechanism,1-3_yr
92170,Engineer,55,More,1,0,0,0,0,1,0,0,Maryland,0,1,0,0,0,0,Doctoral,Never,Male,$75-99,0,0,1,0,0,0,0,0,0,USA,Professional,Married,Other,4,Macintosh,English,Primarily_work,White,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,1,Already_paying,Over_7_yr
99331,Retired,49,More,1,1,0,1,1,1,0,1,Alabama,0,1,0,0,0,0,Some_College,Under_25,Male,$40-49,0,0,0,1,0,0,0,0,1,USA,Other,Married,Censorship,1,?,English,Home,Asian,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Other_sources,Under_6_mo
92135,College_Student,18,Equally,0,0,0,1,0,0,0,0,Florida,0,0,0,1,0,0,Some_College,Under_25,Female,Under_$10,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,1,Windows,English,Primarily_work,White,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,0,1,Other_sources,Over_7_yr
99337,Health_Care_Worker,36,More,0,1,0,0,0,0,0,0,Illinois,0,0,0,1,0,0,Some_College,Under_25,Female,$10-19,0,0,0,0,0,0,0,0,1,USA,Professional,Divorced,Privacy,1,?,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Bisexual,Yes,Yes,0,0,0,0,1,0,Already_paying,Under_6_mo
93752,Other,31,More,1,0,0,1,0,1,0,0,Washington,0,0,0,1,0,0,Masters,Under_25,Female,$20-29,0,0,1,0,0,0,0,0,0,USA,Education,Not_Say,Privacy,1,Macintosh,English,Primarily_work,White,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,Yes,Bisexual,Yes,Yes,0,0,0,1,1,1,Other_sources,Over_7_yr
97852,Other,26,More,0,0,0,1,0,0,0,0,Chile,0,0,0,1,0,0,Special,Never,Male,$20-29,0,1,0,0,0,0,0,0,0,South_America,Computer,Single,Censorship,1,Win95,Spanish,Primarily_work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Not_say,Yes,Yes,0,0,0,0,1,0,Cost_too_high,4-6_yr
97940,College_Student,18,Equally,0,0,0,1,0,0,0,0,Virginia,0,0,0,1,0,0,High_School,Never,Female,$75-99,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,4,Windows,English,School,Black,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,1,0,0,Other_sources,Under_6_mo
96366,Technician,35,More,0,0,1,0,0,0,0,0,Wisconsin,0,0,0,1,0,0,College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Professional,Separated,Other,4,Unix,English,Work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Dont_know,Yes,0,0,0,1,0,0,Cost_too_high,4-6_yr
90833,Other,Not_Say,Dont_Know,0,0,1,0,0,0,0,0,Nevada,0,0,0,1,0,0,Masters,NA,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Professional,Not_Say,Censorship,1,Dont_Know,English,Primarily_work,Not_Say,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Not_say,Dont_know,No,0,0,0,0,1,0,Already_paying,4-6_yr
61481,College_Student,19,More,1,1,0,0,1,1,0,0,Indiana,0,0,0,1,0,0,Some_College,Under_25,Male,$20-29,0,0,0,0,0,1,0,0,1,USA,Education,Single,Censorship,3,OS2,English,Primarily_home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,0,Already_paying,1-3_yr
95866,Mircocomputer,60,Equally,0,0,1,0,0,0,0,0,United_Kingdom,0,0,0,1,0,0,College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,Europe,Computer,Married,Navigation,4,Win95,English,Primarily_home,White,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0,Already_paying,1-3_yr
99345,College_Student,18,Dont_Know,0,0,1,0,0,0,0,0,Virginia,0,0,0,1,0,0,Some_College,NA,Female,Over_$100,0,0,0,0,0,0,0,1,0,USA,Education,Single,Privacy,1,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,1,0,1,0,Already_paying,Under_6_mo
91752,Civil_Servant,32,Equally,0,0,0,0,0,0,0,1,New_York,0,0,0,1,0,0,Some_College,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Other,Other,Encryption,1,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0,Already_paying,1-3_yr
99297,Programmer,21,More,0,1,0,0,0,1,0,1,Massachusetts,0,0,0,1,0,0,College,26-50,Male,$20-29,0,1,0,0,0,0,0,0,0,USA,Computer,Single,Privacy,1,Macintosh,English,Primarily_work,White,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Bisexual,Yes,Yes,0,0,0,0,1,0,Cost_too_high,4-6_yr
90800,Other,41,More,0,0,0,1,0,0,0,0,California,0,0,0,1,0,0,Some_College,Under_25,Male,Under_$10,0,0,0,0,0,0,0,1,0,USA,Other,Single,Censorship,1,?,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Transgender,Yes,No,0,0,0,0,1,0,Already_paying,Under_6_mo
91194,College_Student,18,Equally,0,1,0,0,1,0,0,0,United_Kingdom,0,0,0,1,0,0,Some_College,NA,Male,$20-29,0,0,0,0,0,0,1,0,1,Europe,Education,Single,Censorship,4,Windows,English,Other,White,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,Yes,Heterosexual,No,No,0,1,0,0,0,0,Other_sources,1-3_yr
61908,Consultant,40,Equally,0,0,0,0,1,0,1,1,Kentucky,1,0,0,0,0,0,Some_College,Never,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Professional,Separated,Privacy,3,Win95,English,School,White,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,1,0,0,Other_sources,1-3_yr
83709,College_Student,23,More,0,0,0,0,0,1,0,0,Massachusetts,0,0,0,1,0,0,Masters,26-50,Male,Over_$100,0,0,0,0,0,0,0,1,0,USA,Education,Other,Taxes,1,OS2,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,1,Other_sources,4-6_yr
97936,Artist/Musician,27,More,1,1,0,0,0,1,0,0,Texas,0,0,0,1,0,0,Some_College,Never,Male,$20-29,0,0,0,1,0,0,0,0,0,USA,Professional,Separated,Privacy,2,?,English,Home,Hispanic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Not_Say,Heterosexual,Dont_know,Yes,0,0,0,0,1,0,Other_sources,Under_6_mo
92946,College_Student,18,Equally,0,1,0,0,0,0,0,0,United_Kingdom,0,0,0,1,0,0,Some_College,NA,Male,Not_Say,0,0,0,0,0,0,0,0,1,Europe,Education,Single,Navigation,3,Dont_Know,English,School,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,1,0,0,Cost_too_high,Under_6_mo
99351,Manager,46,Equally,1,1,0,1,1,1,0,0,California,0,0,0,1,0,0,Masters,Never,Female,$75-99,0,0,1,0,0,0,0,0,0,USA,Management,Single,Censorship,1,Macintosh,English,Primarily_work,White,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,Yes,Bisexual,Yes,Yes,0,0,0,0,1,1,Poor_quality,1-3_yr
91937,Manager,31,Equally,0,0,0,1,0,1,0,0,Tennessee,0,0,0,1,0,0,College,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Management,Single,Navigation,1,Win95,English,Primarily_home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,1-3_yr
95754,College_Student,20,More,0,1,0,0,0,0,0,0,Tennessee,0,0,0,1,0,0,Some_College,Never,Female,Under_$10,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,1,Macintosh,English,School,Black,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,1,0,0,Other_sources,1-3_yr
93082,Administrator/Secretary,23,More,0,1,0,1,0,0,0,0,Iceland,0,0,0,1,0,0,Other,NA,Female,$40-49,0,0,0,0,0,0,0,0,1,Europe,Other,Other,Privacy,4,Win95,icelandic,Primarily_home,White,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0,Already_paying,1-3_yr
95941,IS,28,Equally,1,0,0,0,0,1,0,1,Italy,0,0,0,0,0,1,Some_College,Under_25,Male,$30-39,0,0,1,0,0,0,0,0,1,Europe,Computer,Other,Language,1,Win95,Italian,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Already_paying,1-3_yr
91358,Accountant,29,Equally,0,0,1,0,0,0,0,0,Washington_D.C.,0,0,0,1,0,0,Masters,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Privacy,1,NT,English,Work,White,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1,Other_sources,1-3_yr
